Accession,Release_Date,Species,Molecule_type,Length,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MW549990,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW549991,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW549992,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW549993,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW549994,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW549995,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW549996,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-10
MW549997,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW549998,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29785,USA: CT,CT,Homo sapiens,,2021-01-06
MW549999,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW550000,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29764,USA: CT,CT,Homo sapiens,,2021-01-07
MW550001,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW550002,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW550003,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CT,CT,Homo sapiens,,2021-01-06
MW550004,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: IL,IL,Homo sapiens,,2021-01-07
MW550005,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: IL,IL,Homo sapiens,,2021-01-07
MW550006,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW550007,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-08
MW550008,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-06
MW550009,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-07
MW550010,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-08
MW550011,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-07
MW550012,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-07
MW550013,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-05
MW550014,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-07
MW550015,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-07
MW550016,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-07
MW550017,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MA,MA,Homo sapiens,,2021-01-07
MW550018,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: ME,ME,Homo sapiens,,2021-01-07
MW550019,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: ME,ME,Homo sapiens,,2021-01-06
MW550020,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: ME,ME,Homo sapiens,,2021-01-06
MW550021,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29780,USA: ME,ME,Homo sapiens,,2021-01-07
MW550022,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: MO,MO,Homo sapiens,,2021-01-08
MW550023,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: NH,NH,Homo sapiens,,2021-01-07
MW550024,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: NH,NH,Homo sapiens,,2021-01-07
MW550025,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: NH,NH,Homo sapiens,,2021-01-07
MW550026,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29779,USA: NH,NH,Homo sapiens,,2021-01-07
MW550027,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: NH,NH,Homo sapiens,,2021-01-07
MW550028,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: NV,NV,Homo sapiens,,2021-01-09
MW550029,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: NV,NV,Homo sapiens,,2021-01-08
MW550030,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29779,USA: NV,NV,Homo sapiens,,2021-01-09
MW550031,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: NV,NV,Homo sapiens,,2021-01-09
MW550032,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29779,USA: NV,NV,Homo sapiens,,2021-01-09
MW550033,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29775,USA: RI,RI,Homo sapiens,,2021-01-06
MW550034,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: RI,RI,Homo sapiens,,2021-01-06
MW550035,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: TX,TX,Homo sapiens,,2021-01-09
MW550036,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: TX,TX,Homo sapiens,,2021-01-08
MW550037,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: TX,TX,Homo sapiens,,2021-01-08
MW550038,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29776,USA: VA,VA,Homo sapiens,,2021-01-07
MW550077,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-06
MW550078,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550079,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550080,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550081,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550082,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550083,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29761,USA: CA,CA,Homo sapiens,,2021-01-09
MW550084,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550085,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550086,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550087,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW550088,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550089,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550090,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550091,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550092,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29781,USA: CA,CA,Homo sapiens,,2021-01-09
MW550093,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW550094,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550095,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550096,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW550097,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550098,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW550099,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550100,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550101,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550102,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550103,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550104,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550105,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550106,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550107,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW550108,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550109,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550110,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550111,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550112,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW550113,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550114,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550115,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550116,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550117,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550118,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550119,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550120,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW550121,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29611,USA: CA,CA,Homo sapiens,,2021-01-09
MW550122,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550123,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29773,USA: CA,CA,Homo sapiens,,2021-01-08
MW550124,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550125,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550126,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550127,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550128,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550129,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550130,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550131,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550132,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550133,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550134,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550135,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550136,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550137,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550138,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29778,USA: CA,CA,Homo sapiens,,2021-01-07
MW550139,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW550140,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550141,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550142,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550143,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550144,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550145,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550146,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550147,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW550148,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550149,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550150,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550151,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550152,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550153,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW550154,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550155,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550156,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550157,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550158,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550159,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550160,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW550161,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550162,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550163,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW550164,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550165,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-07
MW550166,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550167,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550168,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550169,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550170,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550171,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550172,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550173,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550174,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550175,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550176,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-08
MW550177,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
MW550178,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29773,USA: CA,CA,Homo sapiens,,2021-01-08
MW550179,2021-02-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-09
